"key","scientificName","decimalLatitude","decimalLongitude","country","locality","eventDate","basisOfRecord","coordinateUncertaintyInMeters","issues"
"5133686447","Pachypodium rosulatum Baker",-22.55471,45.36801,"Madagascar",NA,"2025-03-29T11:40:17","HUMAN_OBSERVATION",NA,"cdc,cdround"
