"key","scientificName","decimalLatitude","decimalLongitude","country","locality","eventDate","basisOfRecord","coordinateUncertaintyInMeters","issues"
"5150155522","Pachypodium rosulatum Baker",-22.564562,45.341949,"Madagascar","Isalo Nationalpark","2025-05-04T00:00","HUMAN_OBSERVATION",250,"cdc,cdround,gass84"
