"key","scientificName","decimalLatitude","decimalLongitude","country","locality","eventDate","basisOfRecord","coordinateUncertaintyInMeters","issues"
"5108774750","Trachelophorus giraffa Voss, 1929",-18.930466,48.417486,"Madagascar","Zahamena NP","2018-10-18","HUMAN_OBSERVATION",90,""
